Date,Open,High,Low,Close,Volume,Currency
2020-12-02,0.07390400022268295,0.08120299875736237,0.07137800008058548,0.08120299875736237,7772819,USD
2020-12-03,0.08137500286102295,0.10956499725580215,0.07893899828195572,0.09898100048303604,23835643,USD
2020-12-04,0.0991550013422966,0.1634020060300827,0.0991550013422966,0.14809900522232056,71659148,USD
2020-12-05,0.14854200184345245,0.15654799342155457,0.12133000046014786,0.13866600394248962,53143375,USD
2020-12-06,0.13881899416446686,0.14870299398899078,0.10923200100660324,0.11530599743127823,23552758,USD
2020-12-07,0.11541900038719177,0.1367889940738678,0.11060599982738495,0.11913199722766876,24747474,USD
2020-12-08,0.11928100138902664,0.13730600476264954,0.10751599818468094,0.12398499995470047,37281309,USD
2020-12-09,0.12353800237178802,0.14457499980926514,0.11075899749994278,0.13752500712871552,44497482,USD
2020-12-10,0.13761700689792633,0.1492909938097,0.12446299940347672,0.124719999730587,29625537,USD
2020-12-11,0.12447299808263779,0.12618400156497955,0.11362700164318085,0.11511699855327606,19485828,USD
2020-12-12,0.11512800306081772,0.13096599280834198,0.11512800306081772,0.12268699705600739,15630492,USD
2020-12-13,0.12281999737024307,0.126460999250412,0.11564400047063828,0.11796300113201141,10030553,USD
2020-12-14,0.118087999522686,0.11957599967718124,0.11059699952602386,0.11531200259923935,9645004,USD
2020-12-15,0.11550500243902206,0.12268699705600739,0.11304499953985214,0.11666499823331833,11022794,USD
2020-12-16,0.11661099642515182,0.1185000017285347,0.10737600177526474,0.11271300166845322,10857135,USD
2020-12-17,0.11271599680185318,0.11451700329780579,0.09700100123882294,0.09927500039339066,9366807,USD
2020-12-18,0.0991469994187355,0.10804200172424316,0.09283900260925293,0.10644199699163437,11612913,USD
2020-12-19,0.10639099776744843,0.1310410052537918,0.1023309975862503,0.12042500078678131,20798603,USD
2020-12-20,0.12050099670886993,0.13251900672912598,0.10469099879264832,0.10672099888324738,20330495,USD
2020-12-21,0.10672599822282791,0.11270599812269211,0.0953579992055893,0.09905000030994415,10224275,USD
2020-12-22,0.0989449992775917,0.10026100277900696,0.0900840014219284,0.09462500363588333,7325889,USD
2020-12-23,0.09465499967336655,0.09465499967336655,0.05898300185799599,0.0677110031247139,9323575,USD
2020-12-24,0.06774500012397766,0.08210799843072891,0.06607499718666077,0.08186700195074081,13052816,USD
2020-12-25,0.08156800270080566,0.09169899672269821,0.0755779966711998,0.09016700088977814,9996923,USD
2020-12-26,0.08995000272989273,0.09465400129556656,0.08100900053977966,0.09079399704933167,7894515,USD
2020-12-27,0.09080599993467331,0.09706500172615051,0.08589699864387512,0.08945800364017487,9552253,USD
2020-12-28,0.08941999822854996,0.09407100081443787,0.0860539972782135,0.08719199895858765,1437373,USD
2020-12-29,0.08719299733638763,0.09241600334644318,0.07469300180673599,0.08019399642944336,5871554,USD
2020-12-30,0.08018600195646286,0.08107999712228775,0.0750579982995987,0.0772629976272583,3088034,USD
2020-12-31,0.07726799696683884,0.07988700270652771,0.07344400137662888,0.07900500297546387,3109302,USD
2021-01-01,0.07899600267410278,0.08333099633455276,0.07467799633741379,0.08009999990463257,5227513,USD
2021-01-02,0.08009900152683258,0.08026199787855148,0.07493700087070465,0.07657399773597717,4316824,USD
2021-01-03,0.07657399773597717,0.08923999965190887,0.07656800001859665,0.08655299991369247,5567101,USD
2021-01-04,0.08657799661159515,0.09437599778175354,0.08068399876356125,0.09348200261592865,540343,USD
2021-01-05,0.09355700016021729,0.11279900372028351,0.08584599941968918,0.11114899814128876,6394454,USD
2021-01-06,0.11110600084066391,0.11559399962425232,0.10425800085067749,0.11202599853277206,10362332,USD
2021-01-07,0.11209200322628021,0.12127699702978134,0.10942599922418594,0.11262299865484238,6871030,USD
2021-01-08,0.11243399977684021,0.11842799931764603,0.09750399738550186,0.10960199683904648,7953392,USD
2021-01-09,0.10940100252628326,0.11360599845647812,0.10614000260829926,0.1101519986987114,4750874,USD
2021-01-10,0.11033999919891357,0.12502999603748322,0.09549400210380554,0.10206799954175949,12370240,USD
2021-01-11,0.10223399847745895,0.10311199724674225,0.08679399639368057,0.09756500273942947,22526998,USD
2021-01-12,0.0977260023355484,0.10658200085163116,0.09421800076961517,0.10013200342655182,5780153,USD
2021-01-13,0.10027100145816803,0.11790700256824493,0.09937100112438202,0.11183600127696991,9510046,USD
2021-01-14,0.11185699701309204,0.12863300740718842,0.10675700008869171,0.12784799933433533,11635212,USD
2021-01-15,0.12803199887275696,0.14586900174617767,0.12075500190258026,0.13337700068950653,14508468,USD
2021-01-16,0.13314999639987946,0.1528570055961609,0.12585300207138062,0.13430599868297577,5789976,USD
2021-01-17,0.1341259926557541,0.14308500289916992,0.12506499886512756,0.13990899920463562,8688636,USD
2021-01-18,0.1400270015001297,0.14920400083065033,0.13245700299739838,0.14576399326324463,7126996,USD
2021-01-19,0.14573200047016144,0.16221700608730316,0.14203299582004547,0.14293299615383148,7378895,USD
2021-01-20,0.14271700382232666,0.14482000470161438,0.12789100408554077,0.13601799309253693,12389344,USD
2021-01-21,0.1361680030822754,0.14040899276733398,0.11579500138759613,0.11579500138759613,12655337,USD
2021-01-22,0.1157739982008934,0.12229599803686142,0.0933929979801178,0.11412700265645981,20338709,USD
2021-01-23,0.1140030026435852,0.12485700100660324,0.1122099980711937,0.11810799688100815,9472828,USD
2021-01-24,0.11818400025367737,0.13910600543022156,0.11790300160646439,0.1342729926109314,9049657,USD
2021-01-25,0.13420400023460388,0.1363379955291748,0.1252489984035492,0.1296759992837906,10215813,USD
2021-01-26,0.12958000600337982,0.16555799543857574,0.12577299773693085,0.15857000648975372,33062015,USD
2021-01-27,0.15964700281620026,0.16325099766254425,0.12671099603176117,0.13087299466133118,19198497,USD
2021-01-28,0.13088500499725342,0.14763499796390533,0.12865599989891052,0.1368889957666397,19715786,USD
2021-01-29,0.13398399949073792,0.1395380049943924,0.12921200692653656,0.13763000071048737,20432392,USD
2021-01-30,0.1378280073404312,0.1443289965391159,0.12596799433231354,0.13853299617767334,13006261,USD
2021-01-31,0.13840700685977936,0.14377400279045105,0.13056699931621552,0.13337799906730652,7756924,USD
2021-02-01,0.13337799906730652,0.1429399996995926,0.12942899763584137,0.1372929960489273,6950471,USD
2021-02-02,0.13721799850463867,0.1534619927406311,0.13227400183677673,0.14938199520111084,16964217,USD
2021-02-03,0.14939799904823303,0.15947000682353973,0.14503799378871918,0.1580670028924942,5840524,USD
2021-02-04,0.1580200046300888,0.1806730031967163,0.1549759954214096,0.16251300275325775,20809466,USD
2021-02-05,0.16275599598884583,0.17574700713157654,0.16067199409008026,0.1710519939661026,13236228,USD
2021-02-06,0.17115099728107452,0.17350900173187256,0.1480329930782318,0.15877200663089752,14227802,USD
2021-02-07,0.1585489958524704,0.16571199893951416,0.14448300004005432,0.1600469946861267,18250013,USD
2021-02-08,0.16007199883460999,0.2160090059041977,0.16007199883460999,0.21031500399112701,7394181,USD
2021-02-09,0.21026499569416046,0.22728200256824493,0.19895699620246887,0.20454299449920654,5153497,USD
2021-02-10,0.20464399456977844,0.24327699840068817,0.20045800507068634,0.22192800045013428,10008491,USD
2021-02-11,0.22240999341011047,0.390953004360199,0.21547000110149384,0.349168986082077,103966407,USD
2021-02-12,0.3470570147037506,0.3565259873867035,0.294064998626709,0.33149200677871704,38279928,USD
2021-02-13,0.33118000626564026,0.3718779981136322,0.30728501081466675,0.33416199684143066,18440891,USD
2021-02-14,0.33400899171829224,0.336777001619339,0.2871379852294922,0.2963489890098572,21027173,USD
2021-02-15,0.2953859865665436,0.34912198781967163,0.2308260053396225,0.30741700530052185,49089939,USD
2021-02-16,0.3067359924316406,0.32757601141929626,0.27041399478912354,0.2810249924659729,29027721,USD
2021-02-17,0.28125500679016113,0.3050450086593628,0.2523899972438812,0.28957000374794006,26947748,USD
2021-02-18,0.28957900404930115,0.3216100037097931,0.2850410044193268,0.3029870092868805,23704598,USD
2021-02-19,0.3031899929046631,0.3286210000514984,0.28276699781417847,0.32801398634910583,32214746,USD
2021-02-20,0.3279010057449341,0.3356519937515259,0.2633669972419739,0.28724101185798645,32623473,USD
